Date,Time,Mode,Category,Subcategory,Type,Amount,Description
2023-05-18,11:11:30,Cash,Entertainment,Movie,Expense,368.83,Event spend myself hold describe next.
2023-12-09,14:43:41,Online Payment,Health,Pharmacy,Expense,1183.52,Whether full but create soon.
2023-11-28,05:02:25,Cash,Food,Restaurant,Expense,570.51,Draw think collection whole.
2022-12-17,05:55:49,Debit Card,Income,Freelance,Income,3942.29,Direction student in choice reach PM cultural.
2024-01-17,15:35:54,Online Payment,Shopping,Home Goods,Expense,1803.21,Discover protect American piece up news.
2023-04-22,18:24:38,Online Payment,Transport,Gas,Expense,926.04,Case none finish.
2022-08-17,01:47:49,Debit Card,Utilities,Electricity,Expense,639.71,Light evening several night.
2024-06-22,20:10:47,Cash,Income,Investment,Income,638.54,Nice pick meeting major of democratic capital join.
2024-06-20,01:05:47,Debit Card,Health,Gym,Expense,1971.88,Model let focus huge exist.
2022-08-08,06:10:01,Cash,Food,Groceries,Expense,1236.46,Personal former throughout.
2023-03-23,14:03:50,Cash,Health,Pharmacy,Expense,919.88,Rule knowledge teacher four police.
2022-12-10,14:30:57,Credit Card,Health,Doctor,Expense,713.27,Cell major nice attorney language.
2023-09-21,01:02:53,Credit Card,Food,Restaurant,Expense,1197.55,Within ground environmental turn than speech future.
2022-10-03,00:13:26,Cash,Income,Investment,Income,2250.56,Research usually result accept nor.
2022-07-22,07:21:20,Credit Card,Shopping,Electronics,Expense,1079.72,Indeed soon discover action him.
2023-01-03,19:05:57,Cash,Transport,Taxi,Expense,816.37,Bank arrive worry service old director such.
2024-03-04,03:27:15,Credit Card,Utilities,Electricity,Expense,702.88,Available nothing teacher at pass.
2023-05-28,23:51:47,Online Payment,Food,Restaurant,Expense,512.96,Believe century still.
2024-02-26,08:35:58,Debit Card,Transport,Gas,Expense,1961.02,Cold indicate send yes reflect.
2023-01-19,04:18:58,Online Payment,Utilities,Water,Expense,1771.86,Idea baby something seven may.
2024-05-29,10:16:37,Debit Card,Transport,Bus,Expense,684.13,Price important all cut white.
2023-10-02,03:46:19,Credit Card,Health,Doctor,Expense,1940.2,Manager television nearly.
2024-05-26,04:45:40,Credit Card,Transport,Taxi,Expense,1738.74,Quite player world particular yeah before young.
2023-06-17,14:11:11,Cash,Health,Pharmacy,Expense,1041.33,Its material owner establish human relationship effect everything.
2023-04-09,10:57:43,Debit Card,Shopping,Electronics,Expense,1266.88,Direction young body order though.
2022-09-13,03:01:41,Debit Card,Shopping,Home Goods,Expense,788.51,Couple exactly both similar allow.
2023-12-23,14:16:02,Online Payment,Transport,Bus,Expense,1872.52,Present when across arm them president.
2023-07-07,05:08:20,Online Payment,Income,Salary,Income,1361.99,Sport concern everybody sign little.
2022-12-17,16:54:37,Debit Card,Health,Doctor,Expense,1693.27,Identify at do manager attention.
2022-09-05,14:47:03,Cash,Utilities,Internet,Expense,784.75,Understand great go manager drop whether candidate tough.
2023-01-06,05:32:30,Debit Card,Transport,Train,Expense,1269.6,Theory maintain former spend expert.
2024-04-06,13:26:34,Online Payment,Health,Gym,Expense,1126.13,Country test stuff remain.
2024-06-08,22:03:09,Debit Card,Transport,Taxi,Expense,1185.42,Year individual power kind ten inside career.
2024-02-02,22:44:22,Online Payment,Shopping,Home Goods,Expense,1615.55,Trade effect course begin apply specific put.
2023-06-04,06:51:43,Credit Card,Food,Coffee,Expense,718.45,Dog decide daughter purpose light parent treat.
2023-12-24,07:03:56,Debit Card,Entertainment,Movie,Expense,601.33,About could which big of.
2022-10-23,19:32:27,Cash,Transport,Train,Expense,1495.48,Mind card number outside ready.
2022-11-16,05:18:26,Cash,Income,Investment,Income,3923.78,Place particular evidence participant explain fall must.
2023-12-11,10:43:37,Online Payment,Utilities,Electricity,Expense,1713.45,Throw operation street close.
2024-04-13,12:18:09,Cash,Health,Pharmacy,Expense,1659.89,Mind party everyone against certainly another buy.
2023-01-10,15:01:21,Credit Card,Utilities,Water,Expense,1475.13,Whole use right church.
2023-02-13,02:48:14,Credit Card,Income,Investment,Income,1699.01,Operation new idea will throw standard get generation.
2022-10-28,01:26:42,Debit Card,Food,Groceries,Expense,1531.66,Man pay building identify rest chance bar.
2023-01-09,23:09:48,Credit Card,Health,Pharmacy,Expense,226.5,Particularly development red nature my who from.
2023-09-18,03:34:46,Cash,Entertainment,Subscription,Expense,245.69,Former like agreement include.
2024-02-09,06:38:50,Cash,Food,Coffee,Expense,541.78,Seem how people another group compare.
2023-06-07,19:14:37,Debit Card,Shopping,Clothes,Expense,481.78,Time nearly under entire.
2023-04-17,06:59:54,Online Payment,Transport,Bus,Expense,383.38,Charge same behind cultural side impact green.
2022-12-09,17:06:36,Credit Card,Health,Pharmacy,Expense,751.43,Mrs film medical money act just wind.
2023-03-04,17:35:25,Debit Card,Income,Freelance,Income,1598.77,Cause water partner western Democrat behind.
2024-03-10,21:07:38,Cash,Shopping,Electronics,Expense,296.88,Western the few college.
2023-05-17,01:50:47,Debit Card,Entertainment,Movie,Expense,1857.13,Sort business kind behind.
2023-08-17,23:40:05,Debit Card,Food,Coffee,Expense,1294.64,Expert north blood magazine star well growth current.
2022-10-16,13:54:05,Debit Card,Entertainment,Event,Expense,1459.28,Dog who but campaign reason.
2023-09-12,05:06:35,Cash,Shopping,Clothes,Expense,776.6,Total contain certain though body.
2023-01-04,00:28:56,Cash,Income,Investment,Income,3208.78,Yard reality provide must sit maintain.
2023-02-27,04:55:36,Credit Card,Entertainment,Event,Expense,1854.99,At debate war card low strong smile.
2023-01-27,06:08:48,Credit Card,Entertainment,Event,Expense,26.32,Answer century send west.
2024-07-06,12:11:53,Online Payment,Food,Groceries,Expense,424.73,Price sell finally offer compare.
2022-12-02,13:13:29,Online Payment,Transport,Bus,Expense,402.48,Even PM body stand none.
2023-08-20,22:10:46,Online Payment,Food,Coffee,Expense,87.71,Century pass commercial range we central.
2022-10-15,08:43:01,Cash,Utilities,Electricity,Expense,1868.65,Tend by dark time arm from force.
2022-08-12,02:13:34,Debit Card,Shopping,Home Goods,Expense,950.51,Impact miss into radio figure indeed.
2024-06-02,06:09:24,Credit Card,Entertainment,Subscription,Expense,184.73,Once station assume pay support.
2022-09-12,02:40:21,Cash,Food,Restaurant,Expense,175.42,Alone her down good.
2023-01-11,14:36:55,Cash,Shopping,Electronics,Expense,1527.21,Take hold his.
2024-07-01,02:29:56,Credit Card,Transport,Gas,Expense,866.01,Take inside research her attack yet.
2023-06-16,20:47:19,Credit Card,Food,Restaurant,Expense,429.33,Perform listen size resource.
2024-01-03,03:07:45,Online Payment,Shopping,Home Goods,Expense,749.66,Investment remember may knowledge.
2023-06-25,15:35:02,Cash,Food,Coffee,Expense,1390.2,Chair morning hold listen his media Democrat.
2022-07-27,18:25:40,Online Payment,Food,Restaurant,Expense,1476.28,Table make point.
2024-01-07,08:03:24,Cash,Food,Groceries,Expense,1125.09,Travel management mean big wall structure toward guess.
2023-09-05,09:10:58,Debit Card,Income,Salary,Income,4004.05,Record but instead back wait.
2023-11-12,23:06:23,Cash,Food,Groceries,Expense,30.15,Wish learn edge body nature reason.
2023-08-07,08:09:22,Online Payment,Shopping,Electronics,Expense,1841.36,A party entire those.
2023-10-19,18:47:23,Cash,Transport,Train,Expense,141.9,True light fall generation.
2023-12-25,07:26:38,Debit Card,Health,Gym,Expense,1556.89,Condition away make deep father suddenly try new.
2024-04-16,19:50:11,Debit Card,Shopping,Electronics,Expense,1377.99,Offer conference about accept manage Mrs at.
2022-08-12,22:51:00,Debit Card,Utilities,Water,Expense,76.78,Increase according drug why.
2022-08-24,15:12:25,Debit Card,Entertainment,Subscription,Expense,606.49,Computer common those social your.
2024-01-03,08:02:26,Credit Card,Shopping,Home Goods,Expense,669.56,History time person large explain fill.
2024-06-07,06:35:51,Debit Card,Transport,Bus,Expense,1051.83,President play hard could hope be.
2023-06-07,03:18:27,Credit Card,Transport,Gas,Expense,852.39,Painting budget Congress care medical common.
2023-06-08,04:15:36,Cash,Entertainment,Movie,Expense,51.83,Great stay population maintain different commercial.
2023-08-19,19:15:10,Debit Card,Shopping,Home Goods,Expense,1870.02,Drop we she page.
2023-12-25,07:10:29,Online Payment,Income,Investment,Income,985.26,Charge most successful modern.
2022-12-26,18:33:38,Credit Card,Food,Restaurant,Expense,1727.62,Budget away trouble evening entire.
2023-07-10,06:33:47,Debit Card,Entertainment,Movie,Expense,282.97,Much job threat oil soldier.
2022-08-27,19:30:22,Credit Card,Transport,Bus,Expense,708.77,Total sound experience sit.
2022-08-11,20:10:33,Credit Card,Food,Coffee,Expense,664.56,Seven group think head son.
2024-02-19,01:37:24,Online Payment,Income,Investment,Income,1470.05,Never sell performance upon suddenly.
2024-06-14,00:13:12,Cash,Health,Doctor,Expense,1762.7,Much others north home describe paper eight.
2024-05-07,20:06:00,Online Payment,Utilities,Internet,Expense,1914.43,Adult challenge care break.
2022-09-07,13:35:21,Cash,Utilities,Water,Expense,621.93,Country dream fire.
2024-05-27,18:07:37,Credit Card,Utilities,Water,Expense,1426.11,Use place score kitchen daughter American.
2023-03-29,09:18:04,Debit Card,Income,Freelance,Income,4148.0,Another indicate occur with second seek treat.
2024-05-07,13:38:20,Debit Card,Utilities,Water,Expense,1587.58,Late certainly itself better.
2023-06-16,20:00:48,Debit Card,Health,Doctor,Expense,1089.83,Ever fill bit local through stuff much.
2023-11-23,01:22:49,Debit Card,Health,Pharmacy,Expense,1373.94,Walk attention expect similar must glass.
2024-01-16,00:46:14,Debit Card,Utilities,Internet,Expense,610.33,Our section now sport.
2024-06-10,14:02:13,Credit Card,Entertainment,Event,Expense,465.97,Public that candidate light design specific language.
2023-02-27,23:25:40,Credit Card,Income,Salary,Income,964.89,Age performance policy door.
2022-09-20,16:00:10,Online Payment,Food,Coffee,Expense,1785.59,Which minute age enjoy approach.
2023-05-10,05:12:48,Credit Card,Income,Investment,Income,4526.98,Scientist him message.
2023-03-26,17:41:58,Debit Card,Entertainment,Event,Expense,205.76,Think goal radio throughout population.
2022-09-29,18:42:05,Credit Card,Health,Doctor,Expense,1293.49,Wall fire while station.
2023-02-12,08:13:29,Online Payment,Health,Pharmacy,Expense,779.68,Television music good goal it capital responsibility.
2024-03-22,12:02:26,Cash,Income,Salary,Income,2828.23,His risk too feel everything whom course recent.
2022-11-21,15:55:44,Credit Card,Utilities,Internet,Expense,374.68,Theory structure well major.
2022-10-08,10:51:13,Debit Card,Entertainment,Movie,Expense,1120.67,Position particularly black big turn table eight.
2024-01-13,20:26:51,Online Payment,Transport,Train,Expense,73.61,Woman season woman management shake various good.
2023-05-18,05:35:17,Debit Card,Food,Groceries,Expense,85.31,Ok conference walk road.
2022-10-15,07:26:55,Cash,Income,Freelance,Income,3082.38,Energy pick return civil rule alone.
2023-09-04,03:16:18,Debit Card,Transport,Bus,Expense,806.55,Fight yard short plan view crime.
2023-04-30,15:33:22,Online Payment,Income,Freelance,Income,1373.51,Rule it discuss return heavy but decision air.
2022-08-01,05:26:48,Debit Card,Entertainment,Subscription,Expense,1070.08,Woman over behavior.
2023-02-04,13:39:58,Debit Card,Shopping,Home Goods,Expense,1934.3,Movement single behind nearly.
2022-08-17,16:04:40,Cash,Shopping,Clothes,Expense,1125.06,Phone five piece son.
2024-06-14,11:42:34,Debit Card,Health,Doctor,Expense,361.53,Weight significant feeling deep.
2023-02-16,01:03:45,Credit Card,Health,Doctor,Expense,197.65,Treatment dream thought recognize size design.
2023-01-01,08:16:48,Cash,Health,Gym,Expense,1486.98,Claim option development police lot will other.
2022-12-24,23:47:18,Cash,Food,Groceries,Expense,579.12,Discover produce leader war expect game stage stock.
2023-08-09,00:16:07,Credit Card,Health,Pharmacy,Expense,1274.25,Upon offer write per produce chair speech.
2023-06-03,13:59:10,Cash,Transport,Train,Expense,208.7,Join party experience bit from.
2023-09-19,17:45:34,Credit Card,Transport,Bus,Expense,1146.23,Capital surface quite seat lot behavior.
2023-08-28,09:44:38,Debit Card,Food,Groceries,Expense,1535.81,Mention center act too.
2023-07-14,10:47:42,Cash,Entertainment,Movie,Expense,1218.16,Dinner hospital voice author democratic.
2024-02-09,19:12:43,Credit Card,Shopping,Clothes,Expense,1455.95,Training finally garden.
2023-02-23,20:13:45,Cash,Income,Freelance,Income,634.31,Example then economic seven never never.
2024-04-17,10:59:28,Online Payment,Entertainment,Subscription,Expense,1970.17,Sign act outside tough evidence management.
2024-02-24,01:26:38,Online Payment,Utilities,Water,Expense,1034.52,Past water structure environment.
2022-08-13,16:03:57,Online Payment,Food,Groceries,Expense,362.84,Investment contain role until.
2024-06-20,23:42:58,Cash,Transport,Train,Expense,1238.87,Play surface add age without.
2024-01-08,08:33:46,Debit Card,Health,Pharmacy,Expense,1692.83,Control foot present money.
2024-03-10,19:35:25,Debit Card,Utilities,Internet,Expense,888.65,Free draw per fight role peace.
2024-07-08,08:46:01,Debit Card,Health,Gym,Expense,400.92,Father support information.
2022-10-01,01:24:58,Online Payment,Shopping,Home Goods,Expense,611.17,Hospital president establish argue.
2024-05-08,12:51:29,Credit Card,Food,Groceries,Expense,733.99,Somebody hundred doctor fly seat your nearly democratic.
2022-08-02,08:09:07,Debit Card,Food,Coffee,Expense,654.41,World join model usually.
2023-06-26,10:19:03,Online Payment,Entertainment,Subscription,Expense,1453.62,Pressure life one month report season reach.
2023-04-30,11:49:38,Debit Card,Shopping,Home Goods,Expense,1308.52,Effort behavior method.
2023-02-04,19:46:42,Cash,Shopping,Clothes,Expense,582.12,Decide environmental interesting once.
2024-04-29,23:43:53,Debit Card,Transport,Gas,Expense,1983.41,Word memory half music wind.
2022-12-24,12:46:43,Debit Card,Income,Investment,Income,927.44,Because skill send brother apply mission.
2023-02-25,19:03:30,Credit Card,Food,Restaurant,Expense,1449.47,City fill arrive ready notice.
2023-04-28,08:10:47,Cash,Food,Restaurant,Expense,15.42,Woman never body project right method house.
2023-07-29,19:23:45,Debit Card,Income,Investment,Income,1729.49,Wide live do security.
2023-02-16,15:53:56,Debit Card,Entertainment,Movie,Expense,690.34,Summer trouble send.
2022-10-03,12:43:22,Cash,Shopping,Electronics,Expense,1164.83,Attack teacher interest here detail.
2024-05-18,02:01:20,Cash,Utilities,Internet,Expense,1944.98,Race color deal make just himself.
2023-10-27,16:56:25,Debit Card,Entertainment,Event,Expense,1955.66,Let notice describe she need.
2023-03-31,01:47:16,Debit Card,Entertainment,Movie,Expense,1367.7,Affect throw save against camera trip trial.
2024-03-26,22:48:56,Credit Card,Utilities,Internet,Expense,584.0,Hit take where perform idea.
2023-02-26,12:11:11,Online Payment,Shopping,Electronics,Expense,1747.73,Environment stand what show Democrat Republican inside continue.
2022-10-06,18:51:33,Online Payment,Health,Gym,Expense,808.88,May growth quite.
2024-06-09,06:41:44,Credit Card,Food,Groceries,Expense,1964.69,Piece pass bed claim sell.
2023-04-28,17:29:16,Credit Card,Entertainment,Subscription,Expense,190.33,Serve better trade should.
2022-11-11,22:00:32,Online Payment,Income,Freelance,Income,968.44,Away across music police.
2023-09-14,22:34:38,Debit Card,Utilities,Electricity,Expense,798.89,Leave employee business imagine fine center.
2023-04-22,05:56:14,Cash,Shopping,Clothes,Expense,255.77,Protect star field everything very management add light.
2022-12-15,08:05:12,Online Payment,Shopping,Home Goods,Expense,1394.71,Red international school answer growth who.
2023-11-04,18:27:28,Cash,Shopping,Clothes,Expense,343.09,Rise like side record gun local.
2024-01-23,12:39:35,Cash,Food,Restaurant,Expense,1400.92,Painting school would put.
2022-07-29,04:47:46,Cash,Entertainment,Movie,Expense,1533.35,Use best heart whose generation cold collection attention.
2023-04-19,13:42:11,Debit Card,Shopping,Clothes,Expense,1141.31,Eat girl line program.
2024-02-15,11:46:50,Debit Card,Food,Coffee,Expense,860.72,Increase test sport reality.
2022-10-05,10:31:38,Debit Card,Health,Doctor,Expense,943.02,Laugh from believe leg offer.
2023-08-03,15:46:17,Online Payment,Food,Restaurant,Expense,857.23,Heart place company ahead bank save vote.
2022-11-08,22:34:51,Cash,Food,Coffee,Expense,1381.98,Chair treatment hold bar wife modern move.
2023-04-23,01:11:03,Credit Card,Health,Doctor,Expense,624.02,Who price cup general civil southern.
2023-11-19,05:19:39,Debit Card,Income,Investment,Income,2903.67,Speech no attention its nearly do hundred.
2023-01-07,11:45:47,Credit Card,Entertainment,Event,Expense,834.49,Every machine contain nice scientist green.
2024-03-21,20:33:31,Cash,Health,Pharmacy,Expense,1723.95,Skin bank approach discuss action wrong.
2024-01-27,10:25:14,Cash,Entertainment,Movie,Expense,1128.46,Building four remain first five shoulder.
2023-08-26,03:16:14,Debit Card,Food,Coffee,Expense,103.2,Probably address threat figure discover project can white.
2023-08-18,22:11:45,Cash,Transport,Gas,Expense,235.33,Space store party surface story lot capital.
2022-09-10,18:27:18,Credit Card,Transport,Gas,Expense,1668.39,Center whether model.
2024-04-10,09:30:26,Cash,Entertainment,Subscription,Expense,1758.09,Relationship service you human mean another tree.
2023-12-02,13:04:31,Online Payment,Utilities,Electricity,Expense,1200.65,These attention defense would.
2024-06-28,20:25:49,Online Payment,Income,Freelance,Income,695.51,Wish message check if protect.
2023-12-15,09:31:28,Credit Card,Utilities,Water,Expense,1181.99,Common Democrat final keep environment front.
2024-06-17,05:59:47,Credit Card,Income,Salary,Income,2427.28,Yet shake will season people.
2022-12-16,01:01:55,Credit Card,Income,Salary,Income,3324.31,Street ahead magazine better many however.
2024-01-01,15:49:48,Online Payment,Entertainment,Event,Expense,54.86,Improve soon take artist international sort.
2023-05-23,23:46:07,Credit Card,Food,Groceries,Expense,590.25,Land song morning beat population conference.
2023-10-18,17:02:16,Debit Card,Health,Gym,Expense,56.67,Once side and.
2022-11-24,07:18:03,Credit Card,Health,Gym,Expense,1156.35,Black thought budget term positive option serious.
2023-08-17,05:00:58,Debit Card,Utilities,Electricity,Expense,1397.08,Whether perform list I spring mother draw spring.
2022-10-23,13:34:42,Cash,Transport,Bus,Expense,1731.23,Any church hear get century ten.
2024-02-17,10:11:16,Credit Card,Health,Pharmacy,Expense,147.43,Us game stay little three southern but.
2023-06-15,01:51:37,Debit Card,Shopping,Clothes,Expense,128.48,Thing mother red outside skin sister what.
2024-07-08,05:29:29,Online Payment,Utilities,Water,Expense,362.88,Industry over perform daughter organization star beyond.
2022-07-31,23:56:38,Debit Card,Food,Groceries,Expense,1212.04,Building require start professional.
2022-11-13,08:04:28,Cash,Entertainment,Event,Expense,1876.28,Across anyone customer letter wife alone until.
2023-09-15,12:24:32,Debit Card,Health,Pharmacy,Expense,733.75,Center wife sure.
2023-01-14,06:44:39,Debit Card,Shopping,Home Goods,Expense,980.75,Free anyone president explain.
2024-06-11,01:16:04,Cash,Transport,Bus,Expense,577.8,Contain responsibility deep apply gas.
2023-05-06,12:17:55,Online Payment,Utilities,Water,Expense,1463.23,Firm indicate nation president leave.
2023-10-25,06:15:03,Cash,Food,Groceries,Expense,1739.98,Low election I like.
2024-06-30,14:19:39,Cash,Transport,Bus,Expense,1775.86,Care learn seven trade small brother truth.
2024-02-16,08:26:59,Debit Card,Food,Restaurant,Expense,1377.22,Collection meeting unit easy personal certain son.
2022-07-19,20:29:45,Cash,Health,Gym,Expense,1979.69,Commercial capital seek give PM size.
2023-06-06,05:54:30,Credit Card,Health,Pharmacy,Expense,1875.23,Never red something able night foreign.
2024-01-25,08:51:33,Debit Card,Transport,Taxi,Expense,1022.0,Argue black camera television southern.
2022-12-12,06:25:54,Credit Card,Shopping,Electronics,Expense,404.6,Red air left perform early recently.
2024-05-04,13:43:26,Debit Card,Income,Salary,Income,2385.19,Thought could player cut effect.
2023-12-24,13:05:14,Debit Card,Food,Groceries,Expense,1543.19,Yes later moment reality save.
2023-08-28,08:28:04,Credit Card,Entertainment,Event,Expense,1616.45,None raise bring its enter interview list.
2023-03-12,09:25:26,Debit Card,Income,Investment,Income,737.98,Make than stage eye owner study.
2023-12-15,07:44:51,Debit Card,Entertainment,Movie,Expense,702.35,Law color base that child political.
2023-03-23,09:39:25,Online Payment,Income,Salary,Income,3567.8,Body popular project factor study audience style these.
2024-01-02,19:41:51,Debit Card,Health,Gym,Expense,1121.02,See through Republican.
2024-05-25,02:33:10,Cash,Utilities,Electricity,Expense,1020.12,Area west size interesting.
2022-12-29,06:50:42,Online Payment,Transport,Train,Expense,1718.38,Treatment American fill design along must cup every.
2023-09-25,22:01:04,Credit Card,Food,Groceries,Expense,1076.67,Person would rule pay.
2024-06-23,00:35:36,Credit Card,Shopping,Home Goods,Expense,32.33,Available image thought season score particular.
2024-01-05,10:40:32,Online Payment,Shopping,Clothes,Expense,271.96,Tax those collection answer like woman help.
2024-01-05,14:43:14,Debit Card,Entertainment,Event,Expense,464.09,Language notice board too hair model.
2022-08-23,20:55:30,Cash,Health,Doctor,Expense,682.44,I month professor worry gun society.
2024-06-25,20:30:01,Online Payment,Income,Freelance,Income,4583.83,Home short image kind politics it however.
2023-10-11,08:44:14,Cash,Utilities,Water,Expense,292.16,Congress should head wind structure fill be.
2023-03-05,08:20:03,Debit Card,Health,Doctor,Expense,864.6,Purpose inside arrive yes store government off.
2024-03-09,04:28:55,Credit Card,Utilities,Internet,Expense,1618.46,Quality military nearly.
2023-02-11,21:51:33,Debit Card,Transport,Gas,Expense,90.58,Life field well six.
2023-03-01,03:49:17,Cash,Utilities,Internet,Expense,598.77,Put decade us.
2023-02-25,13:18:30,Debit Card,Health,Doctor,Expense,1396.42,Skill animal century professional debate.
2024-05-22,17:31:59,Online Payment,Food,Coffee,Expense,1731.22,Unit thousand manage wall forget somebody.
2024-01-21,02:05:57,Online Payment,Transport,Train,Expense,563.62,Factor let west report account.
2023-12-22,00:28:50,Cash,Food,Restaurant,Expense,186.67,He sense treatment within PM people provide.
2023-04-01,01:01:09,Cash,Shopping,Clothes,Expense,950.96,Fill tree night entire skill professor expect.
2022-11-02,02:40:35,Credit Card,Utilities,Water,Expense,290.09,Art visit great member.
2023-07-31,16:00:40,Online Payment,Shopping,Electronics,Expense,1828.05,Lawyer agreement ahead something.
2022-08-25,00:36:36,Credit Card,Utilities,Internet,Expense,385.79,With whole your close own.
2023-12-22,00:23:11,Cash,Income,Salary,Income,2773.13,For treat blue though.
2024-06-10,15:43:43,Online Payment,Shopping,Clothes,Expense,1080.11,Million then send woman.
2023-08-06,15:23:35,Cash,Income,Freelance,Income,1446.46,To stop get tell bit account across.
2024-06-15,02:15:42,Debit Card,Health,Gym,Expense,1281.73,Pm seat moment management research head age.
2024-03-17,18:51:57,Debit Card,Transport,Train,Expense,1564.29,Summer own indicate life major.
2022-07-15,03:48:03,Credit Card,Utilities,Electricity,Expense,547.79,Rate to movement attack edge help response.
2022-11-06,17:18:56,Cash,Utilities,Electricity,Expense,342.27,Notice spring money compare some happen play mention.
2023-03-15,16:02:43,Debit Card,Utilities,Internet,Expense,1928.84,Reality together suddenly most board.
2022-10-06,05:13:51,Credit Card,Entertainment,Event,Expense,1060.7,Modern fear enjoy.
2024-05-06,00:15:29,Debit Card,Health,Gym,Expense,1481.09,Form common sell building century determine.
2023-01-10,01:58:53,Online Payment,Transport,Bus,Expense,1445.35,Most history sign seat.
2022-10-23,19:26:17,Cash,Entertainment,Movie,Expense,1527.61,Ready myself increase teach people write.
2023-11-01,04:29:25,Debit Card,Food,Coffee,Expense,518.13,Eye scientist toward lawyer administration available.
2024-07-08,11:18:47,Debit Card,Utilities,Electricity,Expense,786.08,Moment current traditional end offer rise.
2024-03-19,01:21:18,Debit Card,Utilities,Internet,Expense,1664.25,How save kid.
2022-12-07,07:30:33,Debit Card,Shopping,Clothes,Expense,927.22,Amount young significant quite type.
2023-10-12,06:20:46,Online Payment,Food,Groceries,Expense,825.76,Assume yeah there hotel.
2024-04-13,14:29:08,Debit Card,Income,Freelance,Income,2223.55,To science close enjoy value people follow.
2024-05-25,15:40:51,Credit Card,Entertainment,Subscription,Expense,568.69,Born society small either remember.
2024-04-16,15:48:33,Credit Card,Food,Restaurant,Expense,16.9,Food record sometimes or wear.
2023-02-18,21:58:24,Online Payment,Utilities,Water,Expense,898.0,Son customer boy rule my home.
2023-05-15,11:24:37,Online Payment,Food,Groceries,Expense,97.92,Style approach officer country accept carry.
2022-08-06,14:16:33,Credit Card,Food,Restaurant,Expense,572.92,Represent particularly director role approach enjoy family.
2022-09-08,13:00:31,Online Payment,Transport,Gas,Expense,380.75,Or fish technology.
2024-06-26,15:48:50,Online Payment,Shopping,Home Goods,Expense,1157.0,Nation toward design better program.
2024-03-27,05:42:13,Debit Card,Entertainment,Subscription,Expense,298.44,Must wrong happy character.
2022-07-14,19:56:59,Cash,Utilities,Water,Expense,652.17,Scene such section area worry success.
2023-01-04,19:26:54,Credit Card,Utilities,Water,Expense,464.46,Owner pretty available seven increase yard identify nothing.
2022-12-31,14:22:52,Debit Card,Utilities,Internet,Expense,1046.76,Scientist fight market security organization.
2023-07-31,04:28:59,Credit Card,Entertainment,Event,Expense,1808.07,Rest believe final sea me.
2023-10-17,07:34:27,Debit Card,Entertainment,Event,Expense,1661.33,Often least every success.
2024-06-03,08:00:11,Online Payment,Income,Freelance,Income,4189.21,Medical property spend consumer wind trial act.
2023-05-12,21:53:21,Credit Card,Entertainment,Subscription,Expense,38.7,Address beat without.
2023-04-22,16:46:52,Credit Card,Shopping,Home Goods,Expense,790.58,Order argue military rather.
2024-04-24,13:45:24,Debit Card,Food,Groceries,Expense,991.68,Available population last inside.
2022-08-16,21:24:47,Cash,Health,Gym,Expense,567.56,Significant candidate sell claim try movie improve his.
2023-02-10,23:21:27,Credit Card,Transport,Bus,Expense,590.83,Bed population why individual.
2024-03-21,11:06:31,Online Payment,Food,Restaurant,Expense,890.98,Technology view possible culture prevent.
2024-02-07,20:55:23,Credit Card,Utilities,Internet,Expense,723.87,Over method goal woman war agent.
2023-06-25,09:12:08,Online Payment,Income,Investment,Income,1591.16,Up two lead half cut.
2023-09-21,03:24:14,Debit Card,Income,Freelance,Income,1121.42,Miss prove sound fund no.
2023-04-18,19:28:49,Credit Card,Income,Freelance,Income,1328.32,None degree firm market.
2024-06-16,20:29:57,Online Payment,Entertainment,Movie,Expense,466.49,Every learn begin coach yeah manager.
2023-04-26,02:34:14,Cash,Utilities,Electricity,Expense,289.82,Evidence leader better drive interview street personal without.
2024-01-25,01:30:11,Online Payment,Income,Freelance,Income,2956.07,Fly for within describe leave per.
2023-09-22,11:04:55,Cash,Entertainment,Subscription,Expense,1085.96,Key hold rate role record.
2023-03-13,17:47:00,Credit Card,Transport,Taxi,Expense,1352.69,Together fall keep why.
2024-04-10,01:46:03,Cash,Health,Doctor,Expense,625.43,Early American development already everyone ever manager.
2023-01-31,21:08:35,Cash,Health,Doctor,Expense,1547.89,Whole possible direction media.
2023-12-07,19:17:40,Online Payment,Transport,Gas,Expense,54.85,Tell police Democrat.
2023-07-15,11:13:38,Cash,Food,Groceries,Expense,485.37,Call unit response evidence.
2022-12-21,21:22:07,Cash,Health,Doctor,Expense,955.95,Nor customer break specific happen sit.
2023-07-31,03:25:22,Online Payment,Utilities,Electricity,Expense,29.18,Miss culture understand college.
2023-10-21,03:47:00,Credit Card,Entertainment,Movie,Expense,1205.11,Popular watch reduce employee.
2024-07-05,05:08:16,Credit Card,Shopping,Clothes,Expense,685.74,Have painting we serve.
2023-06-03,00:31:44,Cash,Transport,Gas,Expense,1947.39,Decide never mean return down feel education.
2023-02-08,04:58:53,Debit Card,Income,Salary,Income,2154.57,Common pick party.
2024-05-23,09:30:32,Online Payment,Health,Doctor,Expense,16.41,His dinner air better kid game above.
2023-10-14,23:44:20,Credit Card,Income,Salary,Income,3718.04,Face hold no care wear performance owner.
2023-10-25,18:59:42,Debit Card,Shopping,Electronics,Expense,1323.23,Music drug sense school great from table current.
2023-05-11,00:04:41,Online Payment,Entertainment,Subscription,Expense,1916.31,Step dinner produce girl stop agreement.
